"","substanceBXH","geneSymbol","LocusLinkID","moduleColor","GS.rasgo","p.GS.rasgo","MM.turquoise","p.MM.turquoise","MM.blue","p.MM.blue","MM.grey","p.MM.grey","MM.yellow","p.MM.yellow","MM.green","p.MM.green","MM.magenta","p.MM.magenta","MM.pink","p.MM.pink","MM.red","p.MM.red","MM.black","p.MM.black","MM.brown","p.MM.brown"
"MMT00017837","MMT00017837","Impa2",114663,"grey",-0.338440855588547,6.3417068438634e-05,0.219810222167651,0.0107125039655511,-0.402648956837513,1.4135001893609e-06,0.334824083250194,7.67542064960968e-05,0.513198024944813,2.29234087317314e-10,0.0414618253486778,0.634314178308276,-0.151841963988161,0.0798769110945581,-0.0196099636809876,0.822059661668776,-0.0755118873717915,0.385852713326381,-0.126632935262308,0.144833575057988,0.0573735767606745,0.510237637877834
"MMT00031063","MMT00031063","BC014685",232086,"grey",0.338398106379497,6.35611820219477e-05,-0.162022726160517,0.0614345078156602,0.333256086793169,8.33149141357225e-05,-0.624599699661542,7.34860375786387e-16,-0.297383310146606,0.000483925864071542,-0.356988645479659,2.29466049054859e-05,-0.386421409366497,3.99434915043586e-06,-0.0127120875110237,0.884094818043355,-0.0452206166983622,0.60388079551735,-0.0434861660174102,0.617843625215057,-0.483720518200281,3.20507564628054e-09
"MMT00074496","MMT00074496","8430416H19Rik",380660,"grey",-0.337934114637037,6.51452014417677e-05,0.225381282213286,0.00883658357920016,-0.327858393731443,0.000110125037368171,0.51724910269456,1.56366451534358e-10,0.315532791883327,0.000204276729148472,0.265967390969034,0.00189575862480785,0.356088274270146,2.41431263605394e-05,0.0374362235679387,0.667598493545391,-0.134692382015088,0.120746185850297,0.257167421775287,0.00270282969494762,0.212651468083359,0.0136311458361557
"MMT00007205","MMT00007205","BC029214",227622,"grey",0.337726776571338,6.58649051917807e-05,-0.114228476077648,0.188776142386668,0.19537092924041,0.0236825525010233,-0.362358417353891,1.68916731330073e-05,-0.341029312193209,5.52392028302998e-05,-0.0663450960466502,0.446272154961208,-0.0714563694814071,0.411949731109831,0.0867758534631937,0.318776942293292,0.124394042075297,0.152131488231543,-0.0742636631586428,0.393776566459388,-0.0735606414057396,0.398281974876712
"MMT00067947","MMT00067947","Nrg1",211323,"grey",-0.33750966652943,6.66264970776614e-05,0.158474511342927,0.0674200390992661,-0.164515399191834,0.0574954008741341,0.162282622066519,0.0610137529566688,0.485146615915223,2.83716370361564e-09,-0.123620955801686,0.154714686300029,-0.139482373280444,0.107974095535677,-0.117328422327579,0.176977968324637,0.0436053983428714,0.616879310951822,-0.116490624062692,0.180111636115709,-0.0121904457948567,0.888819791552021
"MMT00028633","MMT00028633","Frzb",20378,"grey",-0.337222030160015,6.76481762843498e-05,0.090470645912371,0.29852784007616,-0.267763990405425,0.00176075496162519,0.331998413277659,8.89519424051997e-05,0.489164870227014,2.00616515343514e-09,0.0355418754383667,0.68349298128242,-0.139584545910673,0.107713654986535,-0.049951894240498,0.566525732375004,-0.00585879028560893,0.946433957610599,-0.0409502767841831,0.638505189369963,0.0602383851525282,0.489310987533494
"MMT00019546","MMT00019546","C1galt1",94192,"grey",-0.335652600147829,7.34857495836612e-05,0.216801083296677,0.0118647033004758,-0.394796254848012,2.35286699795258e-06,0.60706163361517,7.51222765347554e-15,0.106168688555272,0.222111971384946,0.308329605258288,0.000289576441652436,0.469748482128192,1.02807823000406e-08,0.0255337713506331,0.769634213555298,-0.00644494819259007,0.941084004632913,0.0357768919133311,0.681513351747977,0.345497218762588,4.34013201825211e-05
"MMT00041314","MMT00041314",NA,NA,"grey",0.335625525993982,7.35904666591622e-05,-0.092407974494726,0.288257419734348,0.13340497436839,0.124370804937295,-0.10211475117051,0.240370504847654,-0.287857113057854,0.000744491661594291,-0.0115773210230872,0.894378392696928,0.221682627090855,0.0100462655773673,0.117693422745978,0.17562536445238,0.00730901704282427,0.933202374663544,-0.0120763059690194,0.88985418441756,0.11735181465907,0.176891052525982
"MMT00048462","MMT00048462","Golph2",105348,"grey",-0.33559456784727,7.37103771532465e-05,0.0366599626204339,0.674094377180667,-0.3246160293666,0.000129894528055037,0.412455272771332,7.34328092283244e-07,0.542182316358291,1.32398805576054e-11,0.150774506467249,0.0820444382195738,-0.0341957411460057,0.694873091460204,-0.111810648868726,0.198368678626811,0.0881101077578444,0.31136442296483,-0.0775376069638492,0.373199972224417,0.228457931457181,0.00793028374930291
"MMT00014630","MMT00014630","Cnr2",12802,"grey",-0.335440616313659,7.43093967470123e-05,0.147956404201209,0.0879938370068878,-0.317332461884162,0.000186962343211312,0.590148506500105,6.19779799505225e-14,0.246302645662108,0.00412058117484026,0.295077084085919,0.00053785098342132,0.206258516049897,0.0168018519444962,-0.0307866281310871,0.723994048346148,0.0417427793884763,0.632017291018996,0.0604213942862114,0.487989861309577,0.305480523011078,0.000331625742028116
"MMT00007603","MMT00007603","Arsa",11883,"grey",-0.335110940092458,7.56074945205472e-05,0.119253973828282,0.169928241980795,-0.315834060866684,0.000201278173563311,0.445347519790831,6.97331033972819e-08,0.340891056097419,5.56497654974359e-05,0.306363771114677,0.000318021706267804,0.0735168852904719,0.398563402808587,-0.0863821632507601,0.32098575314931,0.0582042756709352,0.504122355148064,0.0761987992279919,0.381533499561523,0.160983881303384,0.0631401144258345
"MMT00016330","MMT00016330","Foxa3",15377,"grey",0.33463099558907,7.75352071492284e-05,-0.300272308341952,0.000423411595751779,0.273154939455752,0.00140642622300475,-0.643057156192518,5.40365281083653e-17,-0.380352395316161,5.80913295454292e-06,-0.278392252351994,0.00112569140411861,-0.446492980770172,6.39510310496982e-08,-0.00262226958434384,0.976010723791476,0.072500054009695,0.405136683657797,-0.183332780119756,0.0339762159465664,-0.341647426685464,5.34381107197522e-05
"MMT00043689","MMT00043689","Ethe1",66071,"grey",-0.33456992314504,7.77837749062548e-05,0.520160637556728,1.18408814231938e-10,-0.368850725617142,1.15770559031201e-05,0.394656550871889,2.37401471045324e-06,0.0882293467248515,0.31070749957053,0.0458542101431614,0.598815367105171,0.323507033222613,0.00013738271032446,0.0530442464735025,0.542718220637681,-0.0978706953199772,0.260578687974592,0.0448273095419154,0.607034733122238,0.0276299134826177,0.751316881195153
"MMT00015180","MMT00015180","1500041B16Rik",70255,"grey",-0.334563213521491,7.78111287526733e-05,0.290810716131481,0.000652444390925125,-0.438283352355845,1.18097281576374e-07,0.506865529272661,4.12711380462119e-10,0.409395008985991,9.0285366996167e-07,0.13702558351465,0.114386107021204,0.0790291827894203,0.36404788585211,-0.129834195708092,0.134863490955756,-0.029255046075662,0.737209648420217,-0.0451855098882811,0.604162021719584,0.0712352837093294,0.413401527009545
"MMT00047910","MMT00047910",NA,NA,"grey",-0.334444636387244,7.82960308065288e-05,0.163709064187059,0.0587462573852567,-0.457236740879855,2.79549098539274e-08,0.750055385240703,1.82961776176227e-25,0.300764445370029,0.000413827965635132,0.397674058685874,1.95502676807295e-06,0.42987897181007,2.1765654750665e-07,0.0864788200943532,0.320442543668479,-0.0839822126293588,0.334663935786928,-0.0319097994778367,0.714353689209873,0.594854446057431,3.48825749366165e-14
"MMT00035246","MMT00035246","Ap2b1",71770,"grey",-0.334050885357126,7.99265469668925e-05,0.509761829646548,3.15862615480508e-10,-0.270061286742925,0.00160087036992293,-0.0723037090055078,0.406413290138917,0.257573622405436,0.00265963272663155,-0.197523981212096,0.0221566732172612,-0.345667899524176,4.30001493979766e-05,0.119426205340059,0.169307964920704,-0.0189506503490057,0.827948095709069,-0.140732660206776,0.104820779041679,-0.513962637913383,2.13348284920231e-10
"MMT00032920","MMT00032920","Mt1",17748,"grey",0.334042326919067,7.99623371192965e-05,-0.311007685554289,0.000254606115837607,0.0774571512232557,0.37369760682124,-0.0459241587902062,0.59825731374629,-0.259188887398409,0.00249396307761112,0.0278984113937511,0.748980323672237,0.122074644904906,0.159980154833057,0.0264631507952425,0.761496383406236,0.08239959350327,0.343884021134921,-0.13788235967621,0.112117173915921,0.332160215974804,8.8207270677058e-05
"MMT00062090","MMT00062090","AI481100",54396,"grey",0.333922775025323,8.04638541631678e-05,-0.484904276222888,2.89667703328305e-09,0.128148379513723,0.14004639871994,0.00243253347897276,0.977746021859086,-0.047338938843879,0.587020611048304,0.0344570711651851,0.692658408311832,-0.110600979664531,0.203298082307231,0.0999434329286918,0.250568613710507,-0.0544570818095633,0.532007534795399,-0.175581443807034,0.0424325146639827,0.402626884093187,1.41555215729448e-06
"MMT00064243","MMT00064243","Gpr105",140795,"grey",-0.333778872176553,8.10714207773854e-05,0.208046406488237,0.0158563769088704,-0.352634139297894,2.92997980848557e-05,0.222987170030896,0.00960391143891147,0.489730738924888,1.90991254373071e-09,-0.119526451837249,0.168947709502524,-0.184561196971425,0.0327765676178312,-0.156384310125444,0.0711626006735059,-0.0566323831160129,0.51572621815148,-0.130256603256495,0.133588086483713,-0.123279548924357,0.155865894919453
"MMT00009668","MMT00009668","Baiap2",108100,"grey",0.333552105506443,8.20375497114224e-05,-0.162996103138433,0.0598707912399741,0.351135381665044,3.18449449443e-05,-0.619963752756227,1.37790190047714e-15,-0.197369392776194,0.0222633418841878,-0.329520362752882,0.000101115823190492,-0.359764041128573,1.95997897795942e-05,0.0217192040922585,0.803289692076518,0.0151206547267891,0.862333638596504,-0.0400799794643544,0.645661599553589,-0.403871077443392,1.30419710209454e-06
"MMT00072357","MMT00072357","Tcte1l",67117,"grey",-0.333430096278947,8.25618047308605e-05,0.297885731876898,0.000472859854691296,-0.436708578560574,1.32599418365392e-07,0.780144489546429,1.142109274088e-28,0.301533635185037,0.000399249534196537,0.515594142915585,1.8292698623971e-10,0.68899581136656,3.50877289348012e-20,-0.0406285330914587,0.641147040174741,-0.114496501460045,0.187733963586023,0.277206009625627,0.00118436619639686,0.360660488226233,1.86208921988033e-05
"MMT00033085","MMT00033085","Mme",17380,"grey",-0.333228890671873,8.34331966557023e-05,0.377973812783449,6.71402313890374e-06,-0.415278876142818,6.05772918610406e-07,0.586659636199112,9.4344330110323e-14,0.330798668638247,9.46595009240413e-05,0.230786759457673,0.00730001326812826,0.402135947188897,1.46193015428039e-06,-0.0453888841361586,0.602533682268342,-0.112566195742761,0.195333997289121,0.110436678822898,0.203974350398863,0.157335435219595,0.0694392225827632
"MMT00029192","MMT00029192","Lamb3",16780,"grey",-0.333112436968126,8.39414583231133e-05,0.0319728883990052,0.713813504692529,-0.0133376827271638,0.878433629586073,-0.0442069121709112,0.612024434074437,0.0928139801219556,0.286135266035474,-0.0930253555348492,0.285034567316667,-0.337185948294026,6.77773678789568e-05,-0.0564932206054377,0.516760090769634,-0.025573679967652,0.769284242818017,-0.0480020255234471,0.581787607102877,-0.238430355417911,0.0055320311656639
"MMT00072042","MMT00072042","Col14a1",12818,"grey",-0.332745081056854,8.55637988397018e-05,0.182956470963611,0.0343510558998654,-0.288872158758029,0.000711592959015094,0.489979247665721,1.86906176182852e-09,0.468217917516915,1.16442188165453e-08,0.0719997787550005,0.408394074292469,0.127100233878971,0.143344379513421,-0.0909894075806502,0.295754327505247,-0.0974384996277921,0.262699920314209,0.0357335513477,0.681878262654049,0.160979911781272,0.0631467051539392
"MMT00015380","MMT00015380","Sprr1a",20753,"grey",-0.332334174827306,8.7413149030418e-05,0.0574476310026837,0.509690926443363,-0.253719429058242,0.00309581240079802,0.293635499217858,0.000574314595557681,0.60761191231506,6.99897311752675e-15,0.051732790533558,0.552754496408192,-0.112285675515936,0.196456764941038,-0.0659005385034664,0.44933156343655,-0.0134762162758448,0.877180820532981,-0.0473774027560498,0.586716470279137,0.0677682558363818,0.43655733375203
"MMT00034198","MMT00034198","Cbr3",109857,"grey",-0.332242314317471,8.78316561733778e-05,0.205170774238058,0.0174006974370882,-0.377816861546046,6.7781958340372e-06,0.535801695660969,2.53903810781104e-11,0.47532691601706,6.49597071019459e-09,0.12265442037731,0.157990436456856,0.120740451510245,0.16462999972328,-0.194336228317531,0.0244473581085238,0.0254006558104426,0.770801879088195,-0.0316120816262163,0.716904736303606,0.27914958556835,0.00108963398842195
"MMT00072582","MMT00072582","D10Bur2e",70615,"grey",0.332215227878639,8.79554160092197e-05,-0.626021300551481,6.04745510988291e-16,0.248316347305708,0.00381588468171522,-0.0554389117132432,0.524627155311349,-0.104838605418061,0.227990980732752,0.0108557427465984,0.900926789744527,-0.204860579081088,0.017574827042064,0.142188460805601,0.101240720951187,0.0375736204243714,0.66645127631004,-0.36602881799214,1.36568198046023e-05,0.391242159455137,2.95059455457621e-06
"MMT00054136","MMT00054136","Synpo",104027,"grey",-0.332035326767584,8.87815387346459e-05,0.0268563233630752,0.758061463398171,-0.219068127565,0.010987115852176,0.352095615538702,3.01914609962063e-05,0.481121406623033,3.99693347513697e-09,0.128077809800037,0.1402666176177,-0.0958017113514052,0.270840005182135,-0.11636121535244,0.180599282631646,0.0263520141551736,0.762468165720643,0.0218252130460337,0.802349184226053,0.146178006361947,0.0919219712033305
"MMT00022295","MMT00022295","Mgst3",66447,"grey",-0.331927124260419,8.92818985902084e-05,0.429711179478055,2.20292808055013e-07,-0.483410763517327,3.29084987133212e-09,0.542127484065232,1.33149509000372e-11,0.516377123467695,1.69858906002031e-10,-0.00888741583903278,0.918822202764873,0.184224833177149,0.0331014341872042,-0.0455259496133746,0.601437355129139,-0.125910637976542,0.147158417560246,-0.138055025075265,0.111664195118722,0.250285430521652,0.00353766802120812
"MMT00013155","MMT00013155","Laptm4b",114128,"grey",-0.331515497129685,9.12095462260282e-05,0.604050105159351,1.10388680637206e-14,-0.420415071412292,4.24918968425029e-07,0.381696018990343,5.35029713066628e-06,0.150882701112017,0.0818226182592599,0.105094563018863,0.226851208060245,0.139924734941036,0.106850047813337,0.038432644318959,0.659296282443603,-0.124953415862997,0.150282727213706,-0.0200486337442061,0.818147289481679,-0.14610103267251,0.0920950854842761
"MMT00061301","MMT00061301","Zan",22635,"grey",0.331333080160966,9.20761700453478e-05,-0.257597017402305,0.00265716391387206,0.672607770374321,5.59438961799846e-19,-0.327563080186917,0.000111802172108005,-0.189717196401359,0.0281248613943244,-0.0290897271837577,0.738640823988969,-0.0377118330678631,0.665298025166694,0.356723507171248,2.32930284452018e-05,0.0235328450801546,0.787239015137794,0.189161726131027,0.0285973323618949,-0.137436173065294,0.113294356594773
"MMT00050299","MMT00050299","4931406C07Rik",70984,"grey",-0.330741715277125,9.4938765700352e-05,-0.0718328230036665,0.409484578086671,-0.347248361090955,3.94470622797879e-05,0.601154918147474,1.59210957977144e-14,0.309903289043711,0.000268523814807491,0.445698921543903,6.79080823325825e-08,0.178408174003542,0.0391646601880047,-0.0385065456256598,0.658682168313434,-0.141582783207138,0.102718309012719,-0.0153415486635103,0.860342788075966,0.447177922911822,6.07160087267588e-08
"MMT00048501","MMT00048501","Acac",107476,"grey",-0.330741285667556,9.49408751648404e-05,0.436013389121064,1.39529696448022e-07,-0.226220048736707,0.0085808558246285,-0.0149019590567507,0.864305528802806,0.32504981676679,0.000127070347939496,-0.200570168380438,0.0201426334218239,-0.20823089271972,0.015761501437512,-0.00930869488530238,0.914988334376275,0.0341212214573487,0.695505093504495,-0.236788119479908,0.00587587460414712,-0.173077276271599,0.0455150152170854
"MMT00007277","MMT00007277","2600017H02Rik",67020,"grey",-0.330576876156533,9.57513770950607e-05,0.248683492395487,0.00376256525218226,-0.292752119586662,0.000597769386180137,0.194723296382233,0.024158812779313,0.391146338516113,2.9685497151287e-06,-0.037543737938635,0.666700719442177,-0.275401447582374,0.00127899645377203,-0.0591571489269132,0.497155035321612,0.0736471844322451,0.397725701300114,-0.0137651072559684,0.874569256531833,-0.0999184366628772,0.250687727220208
"MMT00009272","MMT00009272","9230112O05Rik",229589,"grey",-0.330232354794767,9.74707809500762e-05,0.247087870786969,0.00399926309327662,-0.3623037175569,1.69449397502659e-05,0.0837455633342118,0.33603251016662,0.321921609869511,0.000148788044080292,-0.175805570546296,0.0421653474353449,-0.292123715866989,0.000614987284778265,-0.10067853533147,0.247083121842988,-0.0886330760745169,0.308489951567172,-0.241449490258247,0.00494643413753344,-0.213516855935845,0.0132448910064888
"MMT00037571","MMT00037571","Aldh1a7",26358,"grey",-0.330031337399366,9.84872665032408e-05,0.0846310736278068,0.330929732758411,-0.249968299294257,0.0035812059551664,0.513545529141046,2.21877576482884e-10,0.205338474830453,0.0173071821814744,0.299273131608404,0.00044350232542247,0.250566151129188,0.00349952662693839,0.00558942879847033,0.948893276715518,-0.158956551068468,0.0665800587946682,0.0878999082348402,0.312524679029626,0.229870986943701,0.00754235135859997
